Zip_Code,City,State,County Name
28562,NEW BERN,NC,CRAVEN
28563,NEW BERN,NC,CRAVEN
28564,NEW BERN,NC,CRAVEN
27562,NEW HILL,NC,WAKE
28127,NEW LONDON,NC,STANLY
28126,NEWELL,NC,MECKLENBURG
28657,NEWLAND,NC,AVERY
28570,NEWPORT,NC,CARTERET
28658,NEWTON,NC,CATAWBA
28366,NEWTON GROVE,NC,SAMPSON
27563,NORLINA,NC,WARREN
28367,NORMAN,NC,RICHMOND
28656,NORTH WILKESBORO,NC,WILKES
28659,NORTH WILKESBORO,NC,WILKES
28128,NORWOOD,NC,STANLY
27857,OAK CITY,NC,MARTIN
28465,OAK ISLAND,NC,BRUNSWICK
27310,OAK RIDGE,NC,GUILFORD
28129,OAKBORO,NC,STANLY
28469,OCEAN ISLE BEACH,NC,BRUNSWICK
27960,OCRACOKE,NC,HYDE
28762,OLD FORT,NC,MCDOWELL
28660,OLIN,NC,IREDELL
28368,OLIVIA,NC,HARNETT
28571,ORIENTAL,NC,PAMLICO
28369,ORRUM,NC,ROBESON
28763,OTTO,NC,MACON
27565,OXFORD,NC,GRANVILLE
27860,PANTEGO,NC,BEAUFORT
28371,PARKTON,NC,ROBESON
28661,PATTERSON,NC,CALDWELL
28130,PAW CREEK,NC,MECKLENBURG
28133,PEACHLAND,NC,ANSON
27311,PELHAM,NC,CASWELL
28372,PEMBROKE,NC,ROBESON
27862,PENDLETON,NC,NORTHAMPTON
28765,PENLAND,NC,MITCHELL
28766,PENROSE,NC,TRANSYLVANIA
27040,PFAFFTOWN,NC,FORSYTH
27863,PIKEVILLE,NC,WAYNE
27041,PILOT MOUNTAIN,NC,SURRY
27042,PINE HALL,NC,STOKES
27568,PINE LEVEL,NC,JOHNSTON
28373,PINEBLUFF,NC,MOORE
28370,PINEHURST,NC,MOORE
28374,PINEHURST,NC,MOORE
28662,PINEOLA,NC,AVERY
27864,PINETOPS,NC,EDGECOMBE
27865,PINETOWN,NC,BEAUFORT
28134,PINEVILLE,NC,MECKLENBURG
28663,PINEY CREEK,NC,ALLEGHANY
28572,PINK HILL,NC,LENOIR
27043,PINNACLE,NC,STOKES
28768,PISGAH FOREST,NC,TRANSYLVANIA
27312,PITTSBORO,NC,CHATHAM
27313,PLEASANT GARDEN,NC,GUILFORD
27866,PLEASANT HILL,NC,NORTHAMPTON
28664,PLUMTREE,NC,AVERY
27962,PLYMOUTH,NC,WASHINGTON
27964,POINT HARBOR,NC,CURRITUCK
28135,POLKTON,NC,ANSON
28136,POLKVILLE,NC,CLEVELAND
28573,POLLOCKSVILLE,NC,JONES
28308,POPE ARMY AIRFIELD,NC,CUMBERLAND
27965,POPLAR BRANCH,NC,CURRITUCK
27867,POTECASI,NC,NORTHAMPTON
27966,POWELLS POINT,NC,CURRITUCK
27967,POWELLSVILLE,NC,BERTIE
27569,PRINCETON,NC,JOHNSTON
28375,PROCTORVILLE,NC,ROBESON
27314,PROSPECT HILL,NC,CASWELL
27315,PROVIDENCE,NC,CASWELL
28665,PURLEAR,NC,WILKES
28376,RAEFORD,NC,HOKE
27601,RALEIGH,NC,WAKE
27602,RALEIGH,NC,WAKE
27603,RALEIGH,NC,WAKE
27604,RALEIGH,NC,WAKE
27605,RALEIGH,NC,WAKE
27606,RALEIGH,NC,WAKE
27607,RALEIGH,NC,WAKE
27608,RALEIGH,NC,WAKE
27609,RALEIGH,NC,WAKE
27610,RALEIGH,NC,WAKE
27611,RALEIGH,NC,WAKE
27612,RALEIGH,NC,WAKE
27613,RALEIGH,NC,WAKE
27614,RALEIGH,NC,WAKE
27615,RALEIGH,NC,WAKE
27616,RALEIGH,NC,WAKE
27617,RALEIGH,NC,WAKE
27619,RALEIGH,NC,WAKE
27620,RALEIGH,NC,WAKE
27622,RALEIGH,NC,WAKE
27623,RALEIGH,NC,WAKE
27624,RALEIGH,NC,WAKE
27625,RALEIGH,NC,WAKE
27627,RALEIGH,NC,WAKE
27628,RALEIGH,NC,WAKE
27629,RALEIGH,NC,WAKE
27635,RALEIGH,NC,WAKE
27636,RALEIGH,NC,WAKE
27650,RALEIGH,NC,WAKE
27656,RALEIGH,NC,WAKE
27658,RALEIGH,NC,WAKE
27661,RALEIGH,NC,WAKE
27668,RALEIGH,NC,WAKE
27675,RALEIGH,NC,WAKE
27676,RALEIGH,NC,WAKE
27695,RALEIGH,NC,WAKE
27697,RALEIGH,NC,WAKE
27699,RALEIGH,NC,WAKE
27316,RAMSEUR,NC,RANDOLPH
27317,RANDLEMAN,NC,RANDOLPH
27868,RED OAK,NC,NASH
28377,RED SPRINGS,NC,ROBESON
27320,REIDSVILLE,NC,ROCKINGHAM
27323,REIDSVILLE,NC,ROCKINGHAM
28378,REX,NC,ROBESON
28667,RHODHISS,NC,CALDWELL
27869,RICH SQUARE,NC,NORTHAMPTON
28137,RICHFIELD,NC,STANLY
28574,RICHLANDS,NC,ONSLOW
28770,RIDGECREST,NC,BUNCOMBE
27570,RIDGEWAY,NC,WARREN
28456,RIEGELWOOD,NC,COLUMBUS
27870,ROANOKE RAPIDS,NC,HALIFAX
28668,ROARING GAP,NC,ALLEGHANY
28669,ROARING RIVER,NC,WILKES
27325,ROBBINS,NC,MOORE
28771,ROBBINSVILLE,NC,GRAHAM
27871,ROBERSONVILLE,NC,MARTIN
28379,ROCKINGHAM,NC,RICHMOND
28380,ROCKINGHAM,NC,RICHMOND
28138,ROCKWELL,NC,ROWAN
27801,ROCKY MOUNT,NC,EDGECOMBE
27802,ROCKY MOUNT,NC,EDGECOMBE
27803,ROCKY MOUNT,NC,NASH
27804,ROCKY MOUNT,NC,NASH
28457,ROCKY POINT,NC,PENDER
27968,RODANTHE,NC,DARE
27571,ROLESVILLE,NC,WAKE
28670,RONDA,NC,WILKES
27970,ROPER,NC,WASHINGTON
28458,ROSE HILL,NC,DUPLIN
28382,ROSEBORO,NC,SAMPSON
28772,ROSMAN,NC,TRANSYLVANIA
27572,ROUGEMONT,NC,DURHAM
28383,ROWLAND,NC,ROBESON
27573,ROXBORO,NC,PERSON
27574,ROXBORO,NC,PERSON
27872,ROXOBEL,NC,BERTIE
27326,RUFFIN,NC,ROCKINGHAM
27045,RURAL HALL,NC,FORSYTH
27094,RURAL HALL,NC,FORSYTH
28671,RUTHERFORD COLLEGE,NC,BURKE
28139,RUTHERFORDTON,NC,RUTHERFORD
28384,SAINT PAULS,NC,ROBESON
28385,SALEMBURG,NC,SAMPSON
28144,SALISBURY,NC,ROWAN
28145,SALISBURY,NC,ROWAN
28146,SALISBURY,NC,ROWAN
28147,SALISBURY,NC,ROWAN
28575,SALTER PATH,NC,CARTERET
28773,SALUDA,NC,POLK
27972,SALVO,NC,DARE
27046,SANDY RIDGE,NC,STOKES
27330,SANFORD,NC,LEE
27331,SANFORD,NC,LEE
27332,SANFORD,NC,LEE
28774,SAPPHIRE,NC,TRANSYLVANIA
27873,SARATOGA,NC,WILSON
27340,SAXAPAHAW,NC,ALAMANCE
28775,SCALY MOUNTAIN,NC,MACON
27874,SCOTLAND NECK,NC,HALIFAX
28699,SCOTTS,NC,IREDELL
28672,SCOTTVILLE,NC,ASHE
27875,SCRANTON,NC,HYDE
27876,SEABOARD,NC,NORTHAMPTON
27341,SEAGROVE,NC,RANDOLPH
28577,SEALEVEL,NC,CARTERET
27342,SEDALIA,NC,GUILFORD
27576,SELMA,NC,JOHNSTON
27343,SEMORA,NC,PERSON
28578,SEVEN SPRINGS,NC,WAYNE
27877,SEVERN,NC,NORTHAMPTON
28459,SHALLOTTE,NC,BRUNSWICK
28470,SHALLOTTE,NC,BRUNSWICK
28386,SHANNON,NC,ROBESON
27878,SHARPSBURG,NC,NASH
27973,SHAWBORO,NC,CURRITUCK
28150,SHELBY,NC,CLEVELAND
28151,SHELBY,NC,CLEVELAND
28152,SHELBY,NC,CLEVELAND
28673,SHERRILLS FORD,NC,CATAWBA
27974,SHILOH,NC,CAMDEN
27344,SILER CITY,NC,CHATHAM
27047,SILOAM,NC,SURRY
27879,SIMPSON,NC,PITT
27880,SIMS,NC,WILSON
28776,SKYLAND,NC,BUNCOMBE
27577,SMITHFIELD,NC,JOHNSTON
28579,SMYRNA,NC,CARTERET
28460,SNEADS FERRY,NC,ONSLOW
27349,SNOW CAMP,NC,ALAMANCE
28580,SNOW HILL,NC,GREENE
27350,SOPHIA,NC,RANDOLPH
27976,SOUTH MILLS,NC,CAMDEN
28387,SOUTHERN PINES,NC,MOORE
28388,SOUTHERN PINES,NC,MOORE
27351,SOUTHMONT,NC,DAVIDSON
28461,SOUTHPORT,NC,BRUNSWICK
28675,SPARTA,NC,ALLEGHANY
27881,SPEED,NC,EDGECOMBE
28159,SPENCER,NC,ROWAN
28160,SPINDALE,NC,RUTHERFORD
27882,SPRING HOPE,NC,NASH
28390,SPRING LAKE,NC,CUMBERLAND
28777,SPRUCE PINE,NC,MITCHELL
28581,STACY,NC,CARTERET
27355,STALEY,NC,RANDOLPH
28163,STANFIELD,NC,STANLY
28164,STANLEY,NC,GASTON
27883,STANTONSBURG,NC,WILSON
27356,STAR,NC,MONTGOMERY
28676,STATE ROAD,NC,SURRY
28625,STATESVILLE,NC,IREDELL
28677,STATESVILLE,NC,IREDELL
28687,STATESVILLE,NC,IREDELL
28391,STEDMAN,NC,CUMBERLAND
28582,STELLA,NC,CARTERET
27581,STEM,NC,GRANVILLE
27884,STOKES,NC,PITT
27357,STOKESDALE,NC,GUILFORD
27048,STONEVILLE,NC,ROCKINGHAM
28583,STONEWALL,NC,PAMLICO
28678,STONY POINT,NC,ALEXANDER
27582,STOVALL,NC,GRANVILLE
27978,STUMPY POINT,NC,DARE
28679,SUGAR GROVE,NC,WATAUGA
27358,SUMMERFIELD,NC,GUILFORD
27979,SUNBURY,NC,GATES
28468,SUNSET BEACH,NC,BRUNSWICK
28462,SUPPLY,NC,BRUNSWICK
28778,SWANNANOA,NC,BUNCOMBE
27885,SWANQUARTER,NC,HYDE
28584,SWANSBORO,NC,ONSLOW
27359,SWEPSONVILLE,NC,ALAMANCE
28779,SYLVA,NC,JACKSON
28463,TABOR CITY,NC,COLUMBUS
28392,TAR HEEL,NC,BLADEN
28543,TARAWA TERRACE,NC,ONSLOW
27886,TARBORO,NC,EDGECOMBE
28681,TAYLORSVILLE,NC,ALEXANDER
28464,TEACHEY,NC,DUPLIN
28682,TERRELL,NC,CATAWBA
27360,THOMASVILLE,NC,DAVIDSON
27361,THOMASVILLE,NC,DAVIDSON
28683,THURMOND,NC,WILKES
27887,TILLERY,NC,HALIFAX
27583,TIMBERLAKE,NC,PERSON
27050,TOBACCOVILLE,NC,FORSYTH
28684,TODD,NC,ASHE
28781,TOPTON,NC,CHEROKEE
27584,TOWNSVILLE,NC,VANCE
28685,TRAPHILL,NC,WILKES
28585,TRENTON,NC,JONES
27370,TRINITY,NC,RANDOLPH
28166,TROUTMAN,NC,IREDELL
27371,TROY,NC,MONTGOMERY
28782,TRYON,NC,POLK
28783,TUCKASEGEE,NC,JACKSON
28393,TURKEY,NC,SAMPSON
28784,TUXEDO,NC,HENDERSON
27980,TYNER,NC,CHOWAN
28689,UNION GROVE,NC,IREDELL
28167,UNION MILLS,NC,RUTHERFORD
28690,VALDESE,NC,BURKE
28168,VALE,NC,LINCOLN
28691,VALLE CRUCIS,NC,WATAUGA
28586,VANCEBORO,NC,CRAVEN
28587,VANDEMERE,NC,PAMLICO
28394,VASS,NC,MOORE
27586,VAUGHAN,NC,WARREN
28692,VILAS,NC,WATAUGA
28169,WACO,NC,CLEVELAND
28395,WADE,NC,CUMBERLAND
28170,WADESBORO,NC,ANSON
28396,WAGRAM,NC,SCOTLAND
27587,WAKE FOREST,NC,WAKE
27588,WAKE FOREST,NC,WAKE
27051,WALKERTOWN,NC,FORSYTH
28466,WALLACE,NC,DUPLIN
27373,WALLBURG,NC,DAVIDSON
27052,WALNUT COVE,NC,STOKES
27888,WALSTONBURG,NC,GREENE
27981,WANCHESE,NC,DARE
28909,WARNE,NC,CLAY
28693,WARRENSVILLE,NC,ASHE
27589,WARRENTON,NC,WARREN
28398,WARSAW,NC,DUPLIN
27889,WASHINGTON,NC,BEAUFORT
27982,WAVES,NC,DARE
28173,WAXHAW,NC,UNION
28785,WAYNESVILLE,NC,HAYWOOD
28786,WAYNESVILLE,NC,HAYWOOD
28787,WEAVERVILLE,NC,BUNCOMBE
28788,WEBSTER,NC,JACKSON
27374,WELCOME,NC,DAVIDSON
27890,WELDON,NC,HALIFAX
27591,WENDELL,NC,WAKE
27375,WENTWORTH,NC,ROCKINGHAM
27376,WEST END,NC,MOORE
28694,WEST JEFFERSON,NC,ASHE
27053,WESTFIELD,NC,SURRY
27891,WHITAKERS,NC,NASH
28399,WHITE OAK,NC,BLADEN
28472,WHITEVILLE,NC,COLUMBUS
27377,WHITSETT,NC,GUILFORD
28789,WHITTIER,NC,JACKSON
28697,WILKESBORO,NC,WILKES
28478,WILLARD,NC,PENDER
27892,WILLIAMSTON,NC,MARTIN
28589,WILLISTON,NC,CARTERET
27592,WILLOW SPRING,NC,WAKE
28401,WILMINGTON,NC,NEW HANOVER
28402,WILMINGTON,NC,NEW HANOVER
28403,WILMINGTON,NC,NEW HANOVER
28404,WILMINGTON,NC,NEW HANOVER
28405,WILMINGTON,NC,NEW HANOVER
28406,WILMINGTON,NC,NEW HANOVER
28407,WILMINGTON,NC,NEW HANOVER
28408,WILMINGTON,NC,NEW HANOVER
28409,WILMINGTON,NC,NEW HANOVER
28411,WILMINGTON,NC,NEW HANOVER
28412,WILMINGTON,NC,NEW HANOVER
27893,WILSON,NC,WILSON
27894,WILSON,NC,WILSON
27895,WILSON,NC,WILSON
27896,WILSON,NC,WILSON
27593,WILSONS MILLS,NC,JOHNSTON
27983,WINDSOR,NC,BERTIE
27985,WINFALL,NC,PERQUIMANS
28174,WINGATE,NC,UNION
28479,WINNABOW,NC,BRUNSWICK
27101,WINSTON SALEM,NC,FORSYTH
27102,WINSTON SALEM,NC,FORSYTH
27103,WINSTON SALEM,NC,FORSYTH
27104,WINSTON SALEM,NC,FORSYTH
27105,WINSTON SALEM,NC,FORSYTH
27106,WINSTON SALEM,NC,FORSYTH
27107,WINSTON SALEM,NC,FORSYTH
27108,WINSTON SALEM,NC,FORSYTH
27109,WINSTON SALEM,NC,FORSYTH
27110,WINSTON SALEM,NC,FORSYTH
27113,WINSTON SALEM,NC,FORSYTH
27114,WINSTON SALEM,NC,FORSYTH
27115,WINSTON SALEM,NC,FORSYTH
27116,WINSTON SALEM,NC,FORSYTH
27117,WINSTON SALEM,NC,FORSYTH
27120,WINSTON SALEM,NC,FORSYTH
27127,WINSTON SALEM,NC,FORSYTH
27150,WINSTON SALEM,NC,FORSYTH
27152,WINSTON SALEM,NC,FORSYTH
27155,WINSTON SALEM,NC,FORSYTH
27157,WINSTON SALEM,NC,FORSYTH
27199,WINSTON SALEM,NC,FORSYTH
28590,WINTERVILLE,NC,PITT
27986,WINTON,NC,HERTFORD
27594,WISE,NC,WARREN
27897,WOODLAND,NC,NORTHAMPTON
27054,WOODLEAF,NC,ROWAN
28480,WRIGHTSVILLE BEACH,NC,NEW HANOVER
27055,YADKINVILLE,NC,YADKIN
27379,YANCEYVILLE,NC,CASWELL
27596,YOUNGSVILLE,NC,FRANKLIN
27597,ZEBULON,NC,WAKE
28698,ZIONVILLE,NC,WATAUGA
28790,ZIRCONIA,NC,HENDERSON
